year,cbsa,cbsatitle,category,indicator,value
2010,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.571100831
2011,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.56072104
2012,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.658255219
2013,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.570193052
2014,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.645592213
1999,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.015261657
2001,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.030523313
2002,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.045784969
2003,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.061046626
2004,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.07630828
2005,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.091569938
2006,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.106831595
2007,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.158176675
2008,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.200696111
2009,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.157058775
2010,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.16944547
2011,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.081351109
2012,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.19327268
2013,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.174079776
2014,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.29489404
1999,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.055604808
2001,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.111209616
2002,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.166814417
2003,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.222419232
2004,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.278024048
2005,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.333628833
2006,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.389233649
2007,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.295613468
2008,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.454298586
2009,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.19700934
2010,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.164984331
2011,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.148487195
2012,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.008488921
2013,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.156646326
2014,19100,"Dallas-Fort Worth-Arlington, TX",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.041799158
1999,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.055839058
2001,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.111678116
2002,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.16751717
2003,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.223356232
2004,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.279195279
2005,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.335034341
2006,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.390873402
2007,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.10460303
2008,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.37623176
2009,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.246092975
2010,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.084503055
2011,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.449488878
2012,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.340603262
2013,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.126366347
2014,19380,"Dayton, OH",Inclusion by Race,"Employment-to-Population Ratio, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.320349693
1999,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.001227875
2001,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.002455749
2002,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.003683624
2003,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.004911498
2004,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.006139373
2005,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.007367247
2006,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.008595122
2007,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.189060748
2008,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.155669928
2009,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.351457685
2010,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.125591069
2011,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.744579554
2012,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.420696348
2013,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.215517804
2014,19380,"Dayton, OH",Inclusion by Race,"Median Income, Absolute Difference Between Whites and People of Color, indexed to 2000",0.199480712
1999,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0
2000,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.005695276
2001,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.011390552
2002,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.017085828
2003,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.022781104
2004,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.02847638
2005,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.034171656
2006,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",-0.039866932
2007,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.441343725
2008,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.61224556
2009,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",0.976718128
2010,19380,"Dayton, OH",Inclusion by Race,"Relative Income Poverty, Absolute Difference Between Whites and People of Color, indexed to 2000",1.073953271
