Year,CBSA,CBSA_Name,Race,Indicator,Value,SE,Sig
2009-2014,29460,"Lakeland-Winter Haven, FL",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.0292350352,0.0362084098,
2009-2014,29460,"Lakeland-Winter Haven, FL",Other,Percentage Point Change in Relative Income Poverty Rate,0.1766571403,0.1165383607,
2009-2014,29460,"Lakeland-Winter Haven, FL",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0415945202,0.0270593185,
2009-2014,29460,"Lakeland-Winter Haven, FL",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0067149848,0.0148244658,
2009-2014,29460,"Lakeland-Winter Haven, FL",White,Percentage Point Change in Relative Income Poverty Rate,-0.0343600959,0.0159096792,*
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0096255094,0.0234722421,
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",Black,Percentage Point Change in Relative Income Poverty Rate,0.0308788419,0.0249214191,
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.018090874,0.0160940737,
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",Other,Percentage Point Change in Relative Income Poverty Rate,0.0137565732,0.0445503369,
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0019289255,0.0109993042,
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",Total,Percentage Point Change in Relative Income Poverty Rate,0.0180019587,0.0071221967,*
2009-2014,29820,"Las Vegas-Henderson-Paradise, NV",White,Percentage Point Change in Relative Income Poverty Rate,0.0317468196,0.0088165626,*
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",Asian,Percentage Point Change in Relative Income Poverty Rate,0.1163778305,0.0965034664,
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",Black,Percentage Point Change in Relative Income Poverty Rate,-0.0581697524,0.0371693224,
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.0804850161,0.1092210338,
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",Other,Percentage Point Change in Relative Income Poverty Rate,0.2914735377,0.1093948483,*
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0070394576,0.0329972357,
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",Total,Percentage Point Change in Relative Income Poverty Rate,0.0086993426,0.0145104937,
2009-2014,30780,"Little Rock-North Little Rock-Conway, AR",White,Percentage Point Change in Relative Income Poverty Rate,0.0147704035,0.0147824381,
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0118213296,0.0069560367,*
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",Black,Percentage Point Change in Relative Income Poverty Rate,0.0055267066,0.0135045424,
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0097609162,0.0052184006,*
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0284804106,0.0211807564,
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0047568083,0.0037044527,
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0010434389,0.0030220947,
2009-2014,31080,"Los Angeles-Long Beach-Anaheim, CA",White,Percentage Point Change in Relative Income Poverty Rate,0.0009938776,0.0047038691,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0628542751,0.0644355193,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",Black,Percentage Point Change in Relative Income Poverty Rate,-0.0118035376,0.0321248844,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.1202993393,0.0621933602,*
2009-2014,31140,"Louisville/Jefferson County, KY-IN",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0512898266,0.0859794691,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0250889361,0.0237925816,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",Total,Percentage Point Change in Relative Income Poverty Rate,0.0086232424,0.0092782183,
2009-2014,31140,"Louisville/Jefferson County, KY-IN",White,Percentage Point Change in Relative Income Poverty Rate,0.0148769915,0.0097816102,
2009-2014,31540,"Madison, WI",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0649335384,0.0904853418,
2009-2014,31540,"Madison, WI",Black,Percentage Point Change in Relative Income Poverty Rate,0.0730666518,0.1141724214,
2009-2014,31540,"Madison, WI",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.212961942,0.0643048957,*
2009-2014,31540,"Madison, WI",Other,Percentage Point Change in Relative Income Poverty Rate,-0.131159842,0.116124019,
2009-2014,31540,"Madison, WI",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0885588825,0.0435610227,*
2009-2014,31540,"Madison, WI",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0153422952,0.0158152319,
2009-2014,31540,"Madison, WI",White,Percentage Point Change in Relative Income Poverty Rate,-0.0380572081,0.0170015283,*
2009-2014,32580,"McAllen-Edinburg-Mission, TX",Asian,Percentage Point Change in Relative Income Poverty Rate,-0.1369943917,0.0423128642,*
2009-2014,32580,"McAllen-Edinburg-Mission, TX",Black,Percentage Point Change in Relative Income Poverty Rate,-0.3356684148,0.1982702613,*
2009-2014,32580,"McAllen-Edinburg-Mission, TX",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.0209052563,0.0202383939,
2009-2014,32580,"McAllen-Edinburg-Mission, TX",Other,Percentage Point Change in Relative Income Poverty Rate,-0.1286333799,0.3332958817,
2009-2014,32580,"McAllen-Edinburg-Mission, TX",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0172371119,0.0199792348,
2009-2014,32580,"McAllen-Edinburg-Mission, TX",Total,Percentage Point Change in Relative Income Poverty Rate,0.0206214488,0.0189004913,
2009-2014,32580,"McAllen-Edinburg-Mission, TX",White,Percentage Point Change in Relative Income Poverty Rate,0.0589394122,0.0456229337,
2009-2014,32820,"Memphis, TN-MS-AR",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0658105463,0.0625296086,
2009-2014,32820,"Memphis, TN-MS-AR",Black,Percentage Point Change in Relative Income Poverty Rate,-0.0234950781,0.0200920682,
2009-2014,32820,"Memphis, TN-MS-AR",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.0578015596,0.0560318418,
2009-2014,32820,"Memphis, TN-MS-AR",Other,Percentage Point Change in Relative Income Poverty Rate,0.0822004676,0.0994177014,
2009-2014,32820,"Memphis, TN-MS-AR",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0095922947,0.0177141447,
2009-2014,32820,"Memphis, TN-MS-AR",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0078769326,0.011019526,
2009-2014,32820,"Memphis, TN-MS-AR",White,Percentage Point Change in Relative Income Poverty Rate,-0.013853699,0.0133015793,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Asian,Percentage Point Change in Relative Income Poverty Rate,-0.01754044,0.0268426053,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Black,Percentage Point Change in Relative Income Poverty Rate,0.0080065131,0.011898431,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0059950054,0.008883439,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Other,Percentage Point Change in Relative Income Poverty Rate,0.0543164313,0.0413009599,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0015807152,0.0071785329,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0059767962,0.0054953941,
2009-2014,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",White,Percentage Point Change in Relative Income Poverty Rate,-0.0212720782,0.0066480194,*
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0554313958,0.0560407117,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",Black,Percentage Point Change in Relative Income Poverty Rate,0.0344406068,0.0337466337,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0015836954,0.0438163243,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",Other,Percentage Point Change in Relative Income Poverty Rate,0.0314392447,0.0924990252,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0230241716,0.0255043972,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",Total,Percentage Point Change in Relative Income Poverty Rate,0.0022070706,0.0096843001,
2009-2014,33340,"Milwaukee-Waukesha-West Allis, WI",White,Percentage Point Change in Relative Income Poverty Rate,-0.0102145225,0.0101711387,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0045967102,0.0318810828,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Black,Percentage Point Change in Relative Income Poverty Rate,0.0476136804,0.0388638191,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0215648413,0.0398976058,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Other,Percentage Point Change in Relative Income Poverty Rate,0.0272447467,0.0531834476,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0113984346,0.0210435912,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Percentage Point Change in Relative Income Poverty Rate,0.0011543632,0.0060606138,
2009-2014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",White,Percentage Point Change in Relative Income Poverty Rate,-0.0064572096,0.0064573539,
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",Asian,Percentage Point Change in Relative Income Poverty Rate,-0.0930418521,0.0531989299,*
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",Black,Percentage Point Change in Relative Income Poverty Rate,0.0601106584,0.023902731,*
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.1671894193,0.0434862301,*
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",Other,Percentage Point Change in Relative Income Poverty Rate,0.1009809375,0.0717769191,
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0062300861,0.0182729904,
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",Total,Percentage Point Change in Relative Income Poverty Rate,0.0036362112,0.0079513909,
2009-2014,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",White,Percentage Point Change in Relative Income Poverty Rate,0.0057468116,0.0081499368,
2009-2014,35300,"New Haven-Milford, CT",Asian,Percentage Point Change in Relative Income Poverty Rate,-0.0248353481,0.0482268333,
2009-2014,35300,"New Haven-Milford, CT",Black,Percentage Point Change in Relative Income Poverty Rate,0.0058484077,0.0350296795,
2009-2014,35300,"New Haven-Milford, CT",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0743160844,0.040761102,*
2009-2014,35300,"New Haven-Milford, CT",Other,Percentage Point Change in Relative Income Poverty Rate,0.1016810536,0.0837703124,
2009-2014,35300,"New Haven-Milford, CT",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0246739686,0.0234761313,
2009-2014,35300,"New Haven-Milford, CT",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0138598382,0.0116652623,
2009-2014,35300,"New Haven-Milford, CT",White,Percentage Point Change in Relative Income Poverty Rate,-0.0130048394,0.0119586131,
2009-2014,35380,"New Orleans-Metairie, LA",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0653948337,0.0493622944,
2009-2014,35380,"New Orleans-Metairie, LA",Black,Percentage Point Change in Relative Income Poverty Rate,-0.0041865706,0.0226792451,
2009-2014,35380,"New Orleans-Metairie, LA",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.1413812935,0.0400904343,*
2009-2014,35380,"New Orleans-Metairie, LA",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0234397352,0.0832558125,
2009-2014,35380,"New Orleans-Metairie, LA",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0270203054,0.0197062436,
2009-2014,35380,"New Orleans-Metairie, LA",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0247226357,0.0137988422,*
2009-2014,35380,"New Orleans-Metairie, LA",White,Percentage Point Change in Relative Income Poverty Rate,-0.0274202377,0.0133183952,*
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0174568892,0.0087919505,*
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",Black,Percentage Point Change in Relative Income Poverty Rate,0.0256843865,0.0084427698,*
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0009155869,0.0119491974,
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0171560645,0.0235693622,
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.011359632,0.0079964548,
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",Total,Percentage Point Change in Relative Income Poverty Rate,0.0063796639,0.0052683344,
2009-2014,35620,"New York-Newark-Jersey City, NY-NJ-PA",White,Percentage Point Change in Relative Income Poverty Rate,-0.0058358014,0.00376478,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",Asian,Percentage Point Change in Relative Income Poverty Rate,-0.0610492826,0.1145075038,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",Black,Percentage Point Change in Relative Income Poverty Rate,-0.0428753197,0.0758418813,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.0586163104,0.0748521388,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0429101884,0.1243467927,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",People of Color,Percentage Point Change in Relative Income Poverty Rate,-0.0500642955,0.0548325554,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0125437826,0.0249540769,
2009-2014,35840,"North Port-Sarasota-Bradenton, FL",White,Percentage Point Change in Relative Income Poverty Rate,-0.0051795393,0.0204991549,
2009-2014,36260,"Ogden-Clearfield, UT",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0965365469,0.0867943317,
2009-2014,36260,"Ogden-Clearfield, UT",Black,Percentage Point Change in Relative Income Poverty Rate,0.0897797644,0.2086510956,
2009-2014,36260,"Ogden-Clearfield, UT",Hispanic,Percentage Point Change in Relative Income Poverty Rate,-0.009966284,0.0599153154,
2009-2014,36260,"Ogden-Clearfield, UT",Other,Percentage Point Change in Relative Income Poverty Rate,-0.0886875391,0.1324614584,
2009-2014,36260,"Ogden-Clearfield, UT",People of Color,Percentage Point Change in Relative Income Poverty Rate,0.0057363212,0.0501559041,
2009-2014,36260,"Ogden-Clearfield, UT",Total,Percentage Point Change in Relative Income Poverty Rate,-0.0151122212,0.0179838054,
2009-2014,36260,"Ogden-Clearfield, UT",White,Percentage Point Change in Relative Income Poverty Rate,-0.0198522806,0.0184967034,
2009-2014,36420,"Oklahoma City, OK",Asian,Percentage Point Change in Relative Income Poverty Rate,0.0703667253,0.0670213401,
2009-2014,36420,"Oklahoma City, OK",Black,Percentage Point Change in Relative Income Poverty Rate,0.0097462237,0.0380773135,
2009-2014,36420,"Oklahoma City, OK",Hispanic,Percentage Point Change in Relative Income Poverty Rate,0.0052032173,0.0448880903,
2009-2014,36420,"Oklahoma City, OK",Other,Percentage Point Change in Relative Income Poverty Rate,0.0085930824,0.0347827449,
